"name","logo","workAreas","website","facebook","city","country","briefIntro"
"Human Relief Foundation","https://ngobase.org/images/ngo_logos/GB/Human-Relief-Foundation-ngo-charity.png","Poverty Alleviation -> Poverty Alleviation; Environment and Climate -> Disaster Relief; Health -> WASH","https://www.hrf.org.uk/","https://www.facebook.com/hrfuk","London","United Kingdom",""
"Human Resource Development Agency (HRDA)","https://ngobase.org/images/ngo_logos/AF/Human-Resource-Development-Agency-(HRDA)-ngo.jpg","Poverty Alleviation -> Poverty Alleviation; Health -> WASH; Education and Training -> Education and Literacy","https://www.hrda.af/","https://www.facebook.com/HRDA.AF/","Kabul","Afghanistan",""
"Human Welfare Voluntary Organization (HWVO)","https://ngobase.org/images/ngo_logos/IN/Human-Welfare-Voluntary-Organization-(HWVO)-ngo-charity.PNG","Health -> WASH; Environment and Climate -> Disaster Relief; Environment and Climate -> Environment Protection","https://hwvo.org/",,"Srinagar","India",""
"Humanity For Relief And Development - HRD Yemen","https://ngobase.org/images/ngo_logos/YE/Humanity-for-Relief-and-Development---HRD-Yemen-ngo-charity.png","Poverty Alleviation -> Poverty Alleviation; Health -> WASH; Environment and Climate -> Disaster Relief","https://hrdglobal.org/","https://www.facebook.com/hrdglobalorg","Sanaa City","Yemen",""
"Ihsan Relief And Development","https://ngobase.org/images/ngo_logos/TR/Ihsan-Relief-and-Development----Gaziantep-ngo-charity.png","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Education and Training -> Education and Literacy","https://www.ihsanrd.org/","https://www.facebook.com/IhsanRD","Gaziantep","Turkey",""
"Imagine1day","https://ngobase.org/images/ngo_logos/ET/Imagine1day-ngo-charity.png","Rights -> Child Rights and Welfare; Health -> WASH; Education and Training -> Education and Literacy","https://imagine1day.org/",,"Addis Ababa","Ethiopia",""
"Imayam Social Welfare Association","https://ngobase.org/images/ngo_logos/IN/Imayam-Social-Welfare-Association-ngo-charity.PNG","Poverty Alleviation -> Women Welfare; Health -> WASH; Development -> Community Development","http://imayamcovai.in/index.html",,"Coimbatore","India","This NGO works for women's empowerment and also focuses on child welfare, HIV/AIDS prevention, Community development and TB awareness This NGO working in Tamil Nadu."
"Impact That Matters","https://ngobase.org/images/ngo_logos/BT/Impact-that-Matters-ngo-charity.JPG","Other Societal Benefits -> Agriculture; Health -> WASH; Other Societal Benefits -> International","https://www.snv.org/country/bhutan",,"Thimphu","Bhutan",""
"Innovative Humanitarian Solutions - IHS Ethiopia","https://ngobase.org/images/ngo_logos/ET/Innovative-Humanitarian-Solutions---IHS-Ethiopia-ngo-charity.png","Rights -> Child Rights and Welfare; Education and Training -> Education and Literacy; Health -> WASH","https://www.ihsethiopia.org/","https://www.facebook.com/people/IHS-Ethiopia/61551104904734/","Addis Ababa","Ethiopia",""
"INSAN - Development And Human Relief Society","https://ngobase.org/images/ngo_logos/MY/INSAN---Development-And-Human-Relief-Society-ngo-charity.png","Health -> WASH; Poverty Alleviation -> Hunger, Food insecurity; Environment and Climate -> Disaster Relief","https://www.insanrelief.org/","https://www.facebook.com/insan.my/","Kuala Lumpur","Malaysia",""
"Integrated Regional Support Program-IRSP","https://ngobase.org/images/ngo_logos/PK/Integrated-Regional-Support-Program-IRSP-ngo.jpg","Education and Training -> Education and Literacy; Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://irsp.org.pk/","https://www.facebook.com/irsp.pakistan","Mardan","Pakistan",""
"Integrated Social Services Program (ISSP)","https://ngobase.org/images/ngo_logos/PK/Integrated-Social-Services-Program-(ISSP)-ngo-charity.png","Development -> Community Development; Environment and Climate -> Disaster Relief; Health -> WASH","https://issp.org.pk/",,"Peshawar","Pakistan",""
"International Aid Services Denmark","https://ngobase.org/images/ngo_logos/DK/International-Aid-Services-Denmark-ngo-charity.png","Health -> WASH; Development -> Community Development","https://ias-danmark.dk/",,"Copenhagen","Denmark",""
"International Commission For The Protection Of The Danube River (ICPDR)","https://ngobase.org/images/ngo_logos/AT/International-Commission-for-the-Protection-of-the-Danube-River-(ICPDR)-ngo-charity.jpg","Health -> WASH","https://www.icpdr.org/","https://www.facebook.com/icpdrorg","Vienna","Austria",""
"International Islamic Youth League - IIYL","https://ngobase.org/images/ngo_logos/SL/International-Islamic-Youth-League---IIYL-ngo-charity.jpg","Health -> WASH; Other Societal Benefits -> International; Poverty Alleviation -> Hunger, Food insecurity","https://iiyl.org.uk/","https://web.facebook.com/iiylglobal","Freetown","Sierra Leone",""
"International Water Management Institute - IWMI","https://ngobase.org/images/ngo_logos/PK/International-Water-Management-Institute---IWMI-ngo.jpg","Other Societal Benefits -> Agriculture; Health -> WASH; Other Societal Benefits -> International","https://www.iwmi.cgiar.org/about/where-we-work/asia/south-asia-region/iwmi-in-pakistan/","https://www.facebook.com/IWMIPakistan","Lahore","Pakistan",""
"Islamic Help Pakistan","https://ngobase.org/images/ngo_logos/PK/Islamic-Help-Pakistan-ngo.jpg","Health -> WASH; Poverty Alleviation -> Free food distribution; Poverty Alleviation -> Poverty Alleviation","https://www.islamichelp.org.pk/","https://www.facebook.com/IslamicHelpPakistanOfficial/","Lahore","Pakistan",""
"Islamic Relief Lebanon","https://ngobase.org/images/ngo_logos/LB/Islamic-Relief-Lebanon-ngo-charity.PNG","Environment and Climate -> Disaster Relief; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://islamic-relief.org/",,"Beirut","Lebanon",""
"Islamic Relief Worldwide Yemen","https://ngobase.org/images/ngo_logos/YE/Islamic-Relief-Worldwide-Yemen-ngo-charity.png","Poverty Alleviation -> Poverty Alleviation; Health -> WASH; Rights -> Child Rights and Welfare","https://islamic-relief.org/where_we_work/yemen/",,"Sanaa City","Yemen",""
"IYD International Humanitarian Relief Association","https://ngobase.org/images/ngo_logos/TR/IYD-International-Humanitarian-Relief-Association-ngo-charity.jpg","Other Societal Benefits -> International; Poverty Alleviation -> Free food distribution; Health -> WASH","https://iydrelief.org/en/contact-us/","https://www.facebook.com/iydrelief","Istanbul","Turkey",""
"Jesus In Thy Neighbour Missionary Movement","https://ngobase.org/images/ngo_logos/MT/Jesus-in-thy-neighbour-Missionary-movement-ngo-charity.PNG","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Housing -> Shelter Homes and Homelessness","https://www.gesufilproxxmu.com/",,"Malta","Malta",""
"JHR","https://ngobase.org/images/ngo_logos/MK/JHR-ngo-charity.JPG","Vulnerable Groups -> Missing Children; Health -> WASH; Rights -> Women Rights","https://jhrmk.org/","https://web.archive.org/web/20220306221938/https://www.facebook.com/jcwe.macedonia","Skopje","North Macedonia",""
"Johi Organization For Rural Development And Natural Disasters (JORDAN)","https://ngobase.org/images/ngo_logos/PK/Johi-Organization-for-Rural-Development-and-Natural-Disasters-(JORDAN)-ngo.jpg","Development -> Rural Development; Environment and Climate -> Disaster Relief; Health -> WASH","https://jordan.org.pk/","https://www.facebook.com/JORDAN.Sindh/","Sukkur","Pakistan",""
"Joy Foundation","https://ngobase.org/images/ngo_logos/PK/Joy-Foundation-ngo.jpg","Education and Training -> Education and Literacy; Poverty Alleviation -> Women Welfare; Health -> WASH","https://joyfoundationpak.org/",,"Toba Tek Singh","Pakistan",""
"Kaaf Humanitarian - كاف الإنسانية","https://ngobase.org/images/ngo_logos/BH/Kaaf-Humanitarian---%D9%83%D8%A7%D9%81-%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86%D9%8A%D8%A9-ngo-charity.png","Poverty Alleviation -> Poverty Alleviation; Environment and Climate -> Disaster Relief; Health -> WASH","https://www.kaaf.bh/","https://www.facebook.com/kaafbh/","Muharraq","Bahrain",""
"Kandahar Refugee Organization (KRO)","https://ngobase.org/images/ngo_logos/AF/Kandahar-Refugee-Organization-(KRO)-ngo.jpg","Vulnerable Groups -> Immigrants or Refugees; Health -> WASH; Poverty Alleviation -> Poverty Alleviation","https://kro-af.org/",,"Kandahar","Afghanistan",""
"Kansarmen SL Foundation","https://ngobase.org/images/ngo_logos/LK/Kansarmen-SL-Foundation-ngo-charity.jpg","Health -> WASH","https://kansarmenslfoundation.lk/site/","https://www.facebook.com/Kansarmenfoundation","Colombo","Sri Lanka","The Kansarmen SL Foundation transforms lives in Sri Lanka by improving access to safe water, sanitation, and hygiene, addressing climate change impacts, and promoting community health through sustainable development projects."
"KSRelief","https://ngobase.org/images/ngo_logos/SA/KSRelief-ngo-charity.png","Housing -> Shelter Homes and Homelessness; Health -> WASH; Health -> Health Care - Other services","https://www.ksrelief.org/","https://www.facebook.com/ksrelief.org","Riyadh City","Saudia Arabia",""
"Lanka Rain Water Harvesting Forum - LRWHF","https://ngobase.org/images/ngo_logos/LK/Lanka-Rain-Water-Harvesting-Forum---LRWHF-ngo-charity.jpg","Health -> WASH","https://www.lankarainwater.org/","https://www.facebook.com/profile.php?id=100079218777756","Colombo","Sri Lanka",""
"Lanka Vision Action Foundation - LVAF","https://ngobase.org/images/ngo_logos/LK/Lanka-Vision-Action-Foundation---LVAF-ngo-charity.png","Development -> Rural Development; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://lankaaction.com/",,"Kandy","Sri Lanka",""
"Lao Biodiversity Association (LBA)","https://ngobase.org/images/ngo_logos/LA/Lao-Biodiversity-Association-(LBA)-ngo-charity.JPG","Environment and Climate -> Environment Protection; Health -> WASH; Environment and Climate -> Forest Protection","https://laobiodiversity.wordpress.com/",,"Vientiane","Laos",""
"LEAD Foundation","https://ngobase.org/images/ngo_logos/TZ/LEAD-Foundation-ngo-charity.PNG","Environment and Climate -> Environment Protection; Development -> Community Development; Health -> WASH","https://www.leadfoundation.org/",,"Dodoma","Tanzania",""
"Live And Learn Environmental Education- Maldives","https://ngobase.org/images/ngo_logos/MV/Live-and-Learn-Environmental-Education--Maldives-ngo-charity.png","Environment and Climate -> Environment Protection; Education and Training -> Capacity Building and Training; Health -> WASH","https://livelearn.org.mv/who-we-are/#mission","https://www.facebook.com/lleemaldives/","Male","Maldives",""
"Lodhran Pilot Project (LPP)","https://ngobase.org/images/ngo_logos/PK/Lodhran-Pilot-Project-(LPP)-ngo.png","Health -> WASH; Poverty Alleviation -> Women Welfare; Rights -> Child Rights and Welfare","https://lpp.org.pk/","https://www.facebook.com/LodhranPilotProject/","Lodhran","Pakistan",""
"Love In Action Ethiopia - LIAE","https://ngobase.org/images/ngo_logos/ET/Love-In-Action-Ethiopia---LIAE-ngo-charity.png","Development -> Community Development; Education and Training -> Education and Literacy; Health -> WASH","https://loveinactionethiopia.org/","https://www.facebook.com/loveinactionethiopia","Addis Ababa","Ethiopia",""
"Madni Welfare Trust","https://ngobase.org/images/ngo_logos/PK/Madni-Welfare-Trust-ngo.jpg","Health -> WASH; Development -> Rural Development","https://madniwelfaresociaty.wordpress.com/","https://www.facebook.com/Madniwelfaretrust/","Sialkot","Pakistan",""
"Manorama Dabral Jan Kalyan Samiti","https://ngobase.org/images/ngo_logos/IN/Manorama-Dabral-Jan-kalyan-samiti-ngo-charity.PNG","Health -> WASH; Rights -> Domestic Violence; Health -> Health Care - Other services","https://mdjks.org/",,"Dehradun","India",""
"MC Mehta Environmental Foundation","https://ngobase.org/images/ngo_logos/IN/MC-Mehta-Environmental-Foundation-ngo-charity.PNG","Environment and Climate -> Environment Protection; Health -> WASH; Education and Training -> Capacity Building and Training","https://mcmef.org/",,"New Delhi","India",""
"Medak District Voluntary Agencies Network","https://ngobase.org/images/ngo_logos/IN/Medak-District-Voluntary-Agencies-Network-ngo-charity.JPG","Health -> WASH; Health -> Health Care - Other services; Other Societal Benefits -> Agriculture","https://www.medvan.org/",,"Hyderabad","India",""
"Medical Emergency Resilience Foundation - MERF Lasbela","https://ngobase.org/images/ngo_logos/PK/Medical-Emergency-Resilience-Foundation---MERF-Lasbela-ngo.jpg","Health -> Health Care - Other services; Health -> WASH","https://merf-pakistan.org/index.php/about-us/","https://www.facebook.com/MERFPAKISTAN/","Lasbela","Pakistan",""
"MEDRC - Middle East Desalination Research Center","https://ngobase.org/images/ngo_logos/OM/MEDRC---Middle-East-Desalination-Research-Center-ngo-charity.png","Other Societal Benefits -> Research Work; Health -> WASH","https://www.medrc.org/","https://www.facebook.com/medrcorg","Muscat city","Oman",""
"Mehran Welfare Trust","https://ngobase.org/images/ngo_logos/PK/Mehran-Welfare-Trust-ngo.jpg","Poverty Alleviation -> Free food distribution; Health -> WASH; Education and Training -> Education and Literacy","https://mehranpk.org/","https://www.facebook.com/MehranWelfareTrustOffcial/","Karachi","Pakistan",""
"Meseret Humanitarian Organization","https://ngobase.org/images/ngo_logos/ET/Meseret-Humanitarian-Organization-ngo-charity.PNG","Poverty Alleviation -> Women Welfare; Health -> WASH; Rights -> Youth Welfare","https://www.meserethumanitarian.org/","https://www.facebook.com/MeseretHumanitarianOrganization/","Addis Ababa","Ethiopia",""
"Mission For Emergency Aid & Lifesaving - MEAL","https://ngobase.org/images/ngo_logos/SO/Mission-For-Emergency-Aid-&-Lifesaving---MEAL-ngo-charity.png","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Education and Training -> Capacity Building and Training","https://www.mealsom.org/","https://mealsom.org/#","Mogadishu","Somalia","Mission for Emergency Aid & Life Saving - MEAL is humanitarian Organization dedicated to alleviating human suffering and promoting human dignity through community-driven and sustainable development approaches."
"Mongolian Water Forum","https://ngobase.org/images/ngo_logos/MN/Mongolian-Water-Forum-ngo-charity.png","Education and Training -> Capacity Building and Training; Health -> WASH; Environment and Climate -> Environment Protection","https://mwf-mn.org/",,"Ulaanbaatar","Mongolia",""
"Mothers Grab And Go","https://ngobase.org/images/ngo_logos/US/Mothers-Grab-And-Go-ngo-charity.JPG","Poverty Alleviation -> Free food distribution; Health -> WASH; Housing -> Low Cost Housing","https://www.mothersgrabandgo.com/",,"Olympia","United States",""
"Muslim Aid Sri Lanka","https://ngobase.org/images/ngo_logos/LK/Muslim-Aid-Sri-Lanka-ngo-charity.jpg","Vulnerable Groups -> Orphanages; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://www.muslimaidsl.org/","https://www.facebook.com/muslimaidsl","Dehiwala","Sri Lanka",""
"N-DEV NGO","https://ngobase.org/images/ngo_logos/NE/N-DEV-NGO-ngo-charity.JPG","Health -> WASH; Development -> Rural Development; Other Societal Benefits -> Agriculture","https://ndev.ngo/",,"Niamey","Niger",""
"Naandi Foundation","https://ngobase.org/images/ngo_logos/IN/Naandi-Foundation-ngo-charity.png","Other Societal Benefits -> Agriculture; Health -> WASH; Rights -> Youth Welfare","https://naandi.org/",,"Hyderabad","India",""
"Namaa Charity - نماء الخيرية","https://ngobase.org/images/ngo_logos/KW/Namaa-Charity---%D9%86%D9%85%D8%A7%D8%A1-%D8%A7%D9%84%D8%AE%D9%8A%D8%B1%D9%8A%D8%A9-ngo-charity.png","Poverty Alleviation -> Poverty Alleviation; Environment and Climate -> Disaster Relief; Health -> WASH","https://www.namaakw.net/","https://www.instagram.com/NamaaNet/","Kuwait City","Kuwait",""
"NARI Development Organization - NDO","https://ngobase.org/images/ngo_logos/PK/NARI-Development-Organization---NDO-ngo.jpg","Poverty Alleviation -> Women Welfare; Health -> WASH; Poverty Alleviation -> Poverty Alleviation","https://www.ndo.org.pk/","https://www.facebook.com/NariDevelopmentOrganization","Dadu","Pakistan",""
"Navkalp","https://ngobase.org/images/ngo_logos/IN/Navkalp-ngo-charity.PNG","Health -> Health Care - Other services; Health -> WASH; Poverty Alleviation -> Women Welfare","http://navkalpfoundation.org/",,"Shimla","India",""
"NEER Foundation","https://ngobase.org/images/ngo_logos/IN/NEER-Foundation-ngo-charity.png","Health -> WASH; Other Societal Benefits -> Agriculture; Environment and Climate -> Environment Protection","http://www.theneerfoundation.org/",,"Meerut","India",""
"New Zealand Landcare Trust","https://ngobase.org/images/ngo_logos/NZ/New-Zealand-Landcare-Trust-ngo-charity.jpg","Development -> Community Development; Development -> Rural Development; Health -> WASH","https://landcare.org.nz/","https://www.facebook.com/nzlandcaretrust/","Hamilton","New Zealand",""
"Nkong Hill Top (NADEV)","https://ngobase.org/images/ngo_logos/CM/Nkong-Hill-Top-(NADEV)-ngo-charity.png","Education and Training -> Education and Literacy; Other Societal Benefits -> Agriculture; Health -> WASH","https://www.nadev.org/",,"Yaounde","Cameroon",""
"OneLife Cameroon","https://ngobase.org/images/ngo_logos/CM/OneLife-Cameroon-ngo-charity.JPG","Health -> Health Care - Other services; Health -> WASH; Education and Training -> Education and Literacy","https://onelifecmr.org/","https://www.facebook.com/profile.php?id=100075166395002","Yaounde","Cameroon",""
"Operators Without Borders","https://ngobase.org/images/ngo_logos/CA/Operators-Without-Borders-ngo-charity.JPG","Environment and Climate -> Disaster Relief; Health -> WASH","https://operatorswithoutborders.org/",,"Vancouver","Canada",""
"Orange Sky Australia","https://ngobase.org/images/ngo_logos/AU/Orange-Sky-Australia-ngo.png","Housing -> Shelter Homes and Homelessness; Health -> WASH; Development -> Community Development","https://orangesky.org.au/","https://www.facebook.com/OrangeSkyAU/","Brisbane","Australia",""
"Organization For Human Development - OHD","https://ngobase.org/images/ngo_logos/PK/Organization-for-Human-Development---OHD-ngo.jpg","Poverty Alleviation -> Poverty Alleviation; Education and Training -> Education and Literacy; Health -> WASH","https://ohdsindh.org/",,"Shikarpur","Pakistan",""
"Orman Association","https://ngobase.org/images/ngo_logos/EG/Orman-Association-ngo-charity.jpg","Health -> WASH; Poverty Alleviation -> Hunger, Food insecurity; Vulnerable Groups -> Orphanages","https://www.dar-alorman.com/Home","https://www.facebook.com/OrmanCharityAssociation/","Giza","Egypt",""
"Oxfam GB In Syria","https://ngobase.org/images/ngo_logos/SY/Oxfam-GB-in-Syria-ngo-charity.png","Health -> WASH; Religion -> Religion-Other; Environment and Climate -> Disaster Relief","https://arabic.oxfam.org/",,"Damascus","Syria",""
"PAHEL Pakistan","https://ngobase.org/images/ngo_logos/PK/PAHEL-Pakistan-ngo.jpg","Poverty Alleviation -> Poverty Alleviation; Health -> WASH; Education and Training -> Education and Literacy","https://www.pahelpak.org.pk/","https://www.facebook.com/pahelpakistan","Sukkur","Pakistan",""
"PakAID - Pakistan Agency For International Development","https://ngobase.org/images/ngo_logos/PK/PakAID---Pakistan-Agency-for-International-Development-ngo.jpg","Health -> WASH; Education and Training -> Education and Literacy; Environment and Climate -> Disaster Relief","https://www.pak-aid.org/","https://www.facebook.com/Pakaid2022","Islamabad","Pakistan",""
"Palestinian Hydrology Group - PHG -- Ramallah","https://ngobase.org/images/ngo_logos/PS/Palestinian-Hydrology-Group---PHG----Ramallah-ngo-charity.jpg","Health -> WASH; Other Societal Benefits -> Agriculture; Environment and Climate -> Renewable Energy","https://www.phg.org/","https://www.facebook.com/PalestinianHydrologyGroup/","North Gaza","Palestine",""
"Palestinian Wastewater Engineers Group --  Ramallah","https://ngobase.org/images/ngo_logos/PS/Palestinian-Wastewater-Engineers-Group-----Ramallah-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","https://www.palweg.org/","https://www.facebook.com/PALWEG","North Gaza","Palestine",""
"Participatory Rural Development Society -PRDS","https://ngobase.org/images/ngo_logos/PK/Participatory-Rural-Development-Society--PRDS-ngo.jpg","Education and Training -> Capacity Building and Training; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://prdspak.org/","https://www.facebook.com/prdspak/","Peshawar","Pakistan",""
"Participatory Welfare Service - PWS","https://ngobase.org/images/ngo_logos/PK/Participatory-Welfare-Service---PWS-ngo.jpg","Education and Training -> Education and Literacy; Health -> WASH; Poverty Alleviation -> Women Welfare","https://pwspk.org/","https://www.facebook.com/pwspkly/","Islamabad","Pakistan",""
"PDO - Peace & Development Organization","https://ngobase.org/images/ngo_logos/BD/PDO---Peace-&-Development-Organization-ngo-charity.png","Development -> Community Development; Education and Training -> Education and Literacy; Health -> WASH","https://pdobd.org/","https://www.facebook.com/profile.php?id=100064531909276","Dhaka","Bangladesh",""
"Peca- Women And Children's Foundation (Iganga District)","https://ngobase.org/images/ngo_logos/UG/Peca--women-and-children's-foundation-(Iganga-District)-ngo-charity.png","Health -> WASH; Poverty Alleviation -> Women Welfare; Rights -> Child Rights and Welfare","https://www.pecauganda.org/",,"Kampala","Uganda",""
"People In Need Foundation - (Guntur)","https://ngobase.org/images/ngo_logos/IN/People-in-Need-Foundation---(Guntur)-ngo-charity.JPG","Poverty Alleviation -> Women Welfare; Health -> WASH; Vulnerable Groups -> Human Trafficking","https://www.pnfindia.org/",,"Amaravati","India",""
"Plan International Myanmar","https://ngobase.org/images/ngo_logos/MM/Plan-International-Myanmar-ngo-charity.PNG","Other Societal Benefits -> International; Health -> WASH; Rights -> Child Rights and Welfare","https://plan-international.org/myanmar/",,"Yangon","Myanmar(Burma)",""
"Plan International Tanzania","https://ngobase.org/images/ngo_logos/TZ/Plan-International-Tanzania-ngo-charity.jpg","Other Societal Benefits -> International; Rights -> Child Rights and Welfare; Health -> WASH","https://plan-international.org/tanzania/","https://www.facebook.com/people/Plan-International-Tanzania/100078257662219/","Dar es Salaam","Tanzania",""
"Positive Action For Development (PAD)","https://ngobase.org/images/ngo_logos/ET/Positive-Action-for-Development-(PAD)-ngo-charity.jpg","Health -> WASH; Other Societal Benefits -> Peace and Conflict Resolution; Rights -> Child Rights and Welfare","https://padethiopia.org/","https://www.facebook.com/padethiopia.org","Addis Ababa","Ethiopia",""
"Pragatee Foundation","https://ngobase.org/images/ngo_logos/IN/Pragatee-Foundation-ngo-charity.png","Health -> WASH; Education and Training -> Scholarships and Educational Awards; Rights -> Youth Welfare","https://pragateefoundation.org/",,"Mumbai","India",""
"Proses","https://ngobase.org/images/ngo_logos/BD/Proses-ngo-charity.png","Education and Training -> Vocational Training; Health -> WASH; Education and Training -> Education and Literacy","https://www.prosesbd.org/","https://www.facebook.com/prosesbangladesh","Khulna","Bangladesh",""
"PSI - Mali","https://ngobase.org/images/ngo_logos/ML/PSI---Mali-ngo-charity.PNG","Health -> Maternal Health; Health -> WASH; Health -> Health Care - Other services","https://www.psimali.ml/",,"Bamako","Mali",""
"Qatar Charity Turkey","https://ngobase.org/images/ngo_logos/TR/Qatar-Charity-Turkey-ngo-charity.png","Health -> WASH; Education and Training -> Employment and Career Guidance; Poverty Alleviation -> Poverty Alleviation","https://www.qcharity.org/ar/qa","https://www.facebook.com/Qcharity.TUR/","Anakara","Turkey",""
"RainWater Cambodia","https://ngobase.org/images/ngo_logos/KH/RainWater-Cambodia-ngo-charity.png","Health -> WASH; Environment and Climate -> Environment Protection","https://www.rainwatercambodia.org/",,"Phnom Penh","Cambodia",""
"Relief International","https://ngobase.org/images/ngo_logos/PK/Relief-International-ngo.jpg","Environment and Climate -> Disaster Relief; Education and Training -> Education and Literacy; Health -> WASH","https://www.ri.org/countries/pakistan","https://www.facebook.com/reliefinternational","Abbottabad","Pakistan",""
"Relief International","https://ngobase.org/images/ngo_logos/JO/Relief-International-ngo-charity.jpg","Health -> WASH; Health -> Health Care - Other services; Education and Training -> Education and Literacy","https://www.ri.org/countries/jordan/","https://www.facebook.com/reliefinternational/","Amman","Jordan",""
"Relief International - Yemen","https://ngobase.org/images/ngo_logos/YE/Relief-International---Yemen-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Other Societal Benefits -> International","https://www.ri.org/countries/yemen/",,"Sanaa City","Yemen",""
"Resalet Nour Ala Nour - Rnan","https://ngobase.org/images/ngo_logos/EG/Resalet-Nour-Ala-Nour---Rnan-ngo-charity.png","Health -> WASH; Health -> Health Care - Other services; Poverty Alleviation -> Poverty Alleviation","https://en.rn3n.org/","https://www.facebook.com/rnanngo/","Giza","Egypt",""
"Rural Areas Water Association Pakistan","https://ngobase.org/images/ngo_logos/PK/Rural-Areas-Water-Association-Pakistan-ngo.jpg","Health -> WASH; Development -> Rural Development",,"https://www.facebook.com/rawaporg","Rawalpindi","Pakistan",""
"Rural Development Women Welfare Society","https://ngobase.org/images/ngo_logos/IN/Rural-Development-Women-Welfare-Society-ngo-charity.JPG","Development -> Rural Development; Poverty Alleviation -> Women Welfare; Health -> WASH","https://rdwws.org/",,"Amaravati","India",""
"Rural Service Agency (RUSA)","https://ngobase.org/images/ngo_logos/IN/Rural-Service-Agency-(RUSA)-ngo-charity.PNG","Development -> Rural Development; Health -> WASH; Housing -> Shelter Homes and Homelessness","https://ruralserviceagency.com/",,"Imphal","India",""
"SABAWON","https://ngobase.org/images/ngo_logos/PK/SABAWON-ngo.jpg","Environment and Climate -> Disaster Relief; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","http://www.sabawon.pk/",,"Peshawar","Pakistan",""
"Safer Future Youth Development Programme","https://ngobase.org/images/ngo_logos/SL/Safer-Future-Youth-Development-Programme-ngo-charity.png","Rights -> Youth Welfare; Health -> WASH; Education and Training -> Vocational Training","https://www.saferfuture.org/",,"Freetown","Sierra Leone",""
"Saibaan Development Organization","https://ngobase.org/images/ngo_logos/PK/Saibaan-Development-Organization-ngo.jpg","Education and Training -> Capacity Building and Training; Education and Training -> Education and Literacy; Health -> WASH","https://saibaan.org.pk/","https://www.facebook.com/SaibaanPakistan/","Mansehra","Pakistan",""
"Saint Bruno Project","https://ngobase.org/images/ngo_logos/US/Saint-Bruno-Project-ngo-charity.JPG","Health -> WASH; Health -> Health Care - Other services; Education and Training -> Education and Literacy","https://saintbrunoproject.org/",,"Riverside","United States",""
"Sanjh Foundation","https://ngobase.org/images/ngo_logos/PK/Sanjh-Foundation-ngo.jpg","Health -> WASH; Environment and Climate -> Disaster Relief","https://sanjhfoundation.org/",,"Muzaffargarh","Pakistan",""
"Sanjh Preet Organization","https://ngobase.org/images/ngo_logos/PK/Sanjh-Preet-Organization-ngo.jpg","Rights -> Child Rights and Welfare; Health -> WASH; Poverty Alleviation -> Women Welfare","https://sanjhpreet.org/","https://www.facebook.com/Sanjhpreetorg/","Lahore","Pakistan",""
"SARD","https://ngobase.org/images/ngo_logos/TR/SARD----Mezitli-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Disaster Relief; Housing -> Shelter Homes and Homelessness","https://www.sardngo.org/","https://www.facebook.com/sardngo","Mezitli","Turkey",""
"Sathyam Shivam Sundaram, Rural Development Association - (Bidar)","https://ngobase.org/images/ngo_logos/IN/Sathyam-shivam-Sundaram,-Rural-development-association---(Bidar)-ngo-charity.JPG","Vulnerable Groups -> Senior Citizens Care-Old age homes; Health -> WASH; Poverty Alleviation -> Women Welfare","https://www.sathyamshivamsundaram.org/",,"Bangalore","India",""
"Saudi Gulf Environmental Protection Company (SEPCO)","https://ngobase.org/images/ngo_logos/SA/Saudi-Gulf-Environmental-Protection-Company-(SEPCO)-ngo-charity.jpg","Environment and Climate -> Environment Protection; Education and Training -> Capacity Building and Training; Health -> WASH","https://www.sepcoenvironment.com/","https://www.facebook.com/Sepcosaudii/","Jeddah","Saudia Arabia",""
"Save Somali Marginalized And Minorities Organization (SASMO)","https://ngobase.org/images/ngo_logos/SO/Save-Somali-Marginalized-and-Minorities-Organization-(SASMO)-ngo-charity.PNG","Rights -> Human Rights; Health -> Mental Health; Health -> WASH","https://sasmosomalia.org/",,"Mogadishu","Somalia",""
"Save The Children - WADATA","https://ngobase.org/images/ngo_logos/NE/Save-The-Children---WADATA-ngo-charity.JPG","Other Societal Benefits -> International; Rights -> Child Rights and Welfare; Health -> WASH","https://niger.savethechildren.net/contact-us",,"Niamey","Niger",""
"Save The Children - ZINDER","https://ngobase.org/images/ngo_logos/NE/Save-The-Children---ZINDER-ngo-charity.JPG","Rights -> Child Rights and Welfare; Other Societal Benefits -> International; Health -> WASH","https://niger.savethechildren.net/contact-us",,"Niamey","Niger",""
